ingredient_name,aliases,allergen_category,source,plain_explanation,verified
milk flavor base 45,milk-flavor-base-45 | milkflavorbase45,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 46,milk-ingredient-blend-46 | milkingredientblend46,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 46,milk-flavor-base-46 | milkflavorbase46,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 47,milk-ingredient-blend-47 | milkingredientblend47,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 47,milk-flavor-base-47 | milkflavorbase47,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 48,milk-ingredient-blend-48 | milkingredientblend48,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 48,milk-flavor-base-48 | milkflavorbase48,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 49,milk-ingredient-blend-49 | milkingredientblend49,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 49,milk-flavor-base-49 | milkflavorbase49,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 50,milk-ingredient-blend-50 | milkingredientblend50,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 50,milk-flavor-base-50 | milkflavorbase50,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 51,milk-ingredient-blend-51 | milkingredientblend51,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 51,milk-flavor-base-51 | milkflavorbase51,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 52,milk-ingredient-blend-52 | milkingredientblend52,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 52,milk-flavor-base-52 | milkflavorbase52,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 53,milk-ingredient-blend-53 | milkingredientblend53,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 53,milk-flavor-base-53 | milkflavorbase53,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 54,milk-ingredient-blend-54 | milkingredientblend54,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 54,milk-flavor-base-54 | milkflavorbase54,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 55,milk-ingredient-blend-55 | milkingredientblend55,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 55,milk-flavor-base-55 | milkflavorbase55,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 56,milk-ingredient-blend-56 | milkingredientblend56,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 56,milk-flavor-base-56 | milkflavorbase56,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 57,milk-ingredient-blend-57 | milkingredientblend57,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 57,milk-flavor-base-57 | milkflavorbase57,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 58,milk-ingredient-blend-58 | milkingredientblend58,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 58,milk-flavor-base-58 | milkflavorbase58,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 59,milk-ingredient-blend-59 | milkingredientblend59,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 59,milk-flavor-base-59 | milkflavorbase59,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 60,milk-ingredient-blend-60 | milkingredientblend60,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 60,milk-flavor-base-60 | milkflavorbase60,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 61,milk-ingredient-blend-61 | milkingredientblend61,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 61,milk-flavor-base-61 | milkflavorbase61,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 62,milk-ingredient-blend-62 | milkingredientblend62,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 62,milk-flavor-base-62 | milkflavorbase62,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 63,milk-ingredient-blend-63 | milkingredientblend63,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 63,milk-flavor-base-63 | milkflavorbase63,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 64,milk-ingredient-blend-64 | milkingredientblend64,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 64,milk-flavor-base-64 | milkflavorbase64,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 65,milk-ingredient-blend-65 | milkingredientblend65,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 65,milk-flavor-base-65 | milkflavorbase65,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 66,milk-ingredient-blend-66 | milkingredientblend66,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 66,milk-flavor-base-66 | milkflavorbase66,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 67,milk-ingredient-blend-67 | milkingredientblend67,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 67,milk-flavor-base-67 | milkflavorbase67,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 68,milk-ingredient-blend-68 | milkingredientblend68,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 68,milk-flavor-base-68 | milkflavorbase68,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 69,milk-ingredient-blend-69 | milkingredientblend69,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 69,milk-flavor-base-69 | milkflavorbase69,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 70,milk-ingredient-blend-70 | milkingredientblend70,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 70,milk-flavor-base-70 | milkflavorbase70,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 71,milk-ingredient-blend-71 | milkingredientblend71,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 71,milk-flavor-base-71 | milkflavorbase71,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 72,milk-ingredient-blend-72 | milkingredientblend72,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 72,milk-flavor-base-72 | milkflavorbase72,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 73,milk-ingredient-blend-73 | milkingredientblend73,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 73,milk-flavor-base-73 | milkflavorbase73,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 74,milk-ingredient-blend-74 | milkingredientblend74,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 74,milk-flavor-base-74 | milkflavorbase74,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 75,milk-ingredient-blend-75 | milkingredientblend75,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 75,milk-flavor-base-75 | milkflavorbase75,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 76,milk-ingredient-blend-76 | milkingredientblend76,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 76,milk-flavor-base-76 | milkflavorbase76,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 77,milk-ingredient-blend-77 | milkingredientblend77,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 77,milk-flavor-base-77 | milkflavorbase77,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 78,milk-ingredient-blend-78 | milkingredientblend78,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 78,milk-flavor-base-78 | milkflavorbase78,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 79,milk-ingredient-blend-79 | milkingredientblend79,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 79,milk-flavor-base-79 | milkflavorbase79,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 80,milk-ingredient-blend-80 | milkingredientblend80,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 80,milk-flavor-base-80 | milkflavorbase80,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 81,milk-ingredient-blend-81 | milkingredientblend81,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 81,milk-flavor-base-81 | milkflavorbase81,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 82,milk-ingredient-blend-82 | milkingredientblend82,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 82,milk-flavor-base-82 | milkflavorbase82,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 83,milk-ingredient-blend-83 | milkingredientblend83,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 83,milk-flavor-base-83 | milkflavorbase83,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 84,milk-ingredient-blend-84 | milkingredientblend84,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 84,milk-flavor-base-84 | milkflavorbase84,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 85,milk-ingredient-blend-85 | milkingredientblend85,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 85,milk-flavor-base-85 | milkflavorbase85,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 86,milk-ingredient-blend-86 | milkingredientblend86,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 86,milk-flavor-base-86 | milkflavorbase86,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 87,milk-ingredient-blend-87 | milkingredientblend87,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 87,milk-flavor-base-87 | milkflavorbase87,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 88,milk-ingredient-blend-88 | milkingredientblend88,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 88,milk-flavor-base-88 | milkflavorbase88,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 89,milk-ingredient-blend-89 | milkingredientblend89,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 89,milk-flavor-base-89 | milkflavorbase89,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 90,milk-ingredient-blend-90 | milkingredientblend90,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 90,milk-flavor-base-90 | milkflavorbase90,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 91,milk-ingredient-blend-91 | milkingredientblend91,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 91,milk-flavor-base-91 | milkflavorbase91,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 92,milk-ingredient-blend-92 | milkingredientblend92,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 92,milk-flavor-base-92 | milkflavorbase92,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 93,milk-ingredient-blend-93 | milkingredientblend93,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 93,milk-flavor-base-93 | milkflavorbase93,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 94,milk-ingredient-blend-94 | milkingredientblend94,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 94,milk-flavor-base-94 | milkflavorbase94,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 95,milk-ingredient-blend-95 | milkingredientblend95,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 95,milk-flavor-base-95 | milkflavorbase95,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 96,milk-ingredient-blend-96 | milkingredientblend96,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 96,milk-flavor-base-96 | milkflavorbase96,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 97,milk-ingredient-blend-97 | milkingredientblend97,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 97,milk-flavor-base-97 | milkflavorbase97,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 98,milk-ingredient-blend-98 | milkingredientblend98,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 98,milk-flavor-base-98 | milkflavorbase98,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 99,milk-ingredient-blend-99 | milkingredientblend99,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 99,milk-flavor-base-99 | milkflavorbase99,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 100,milk-ingredient-blend-100 | milkingredientblend100,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 100,milk-flavor-base-100 | milkflavorbase100,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 101,milk-ingredient-blend-101 | milkingredientblend101,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 101,milk-flavor-base-101 | milkflavorbase101,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 102,milk-ingredient-blend-102 | milkingredientblend102,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 102,milk-flavor-base-102 | milkflavorbase102,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 103,milk-ingredient-blend-103 | milkingredientblend103,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 103,milk-flavor-base-103 | milkflavorbase103,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 104,milk-ingredient-blend-104 | milkingredientblend104,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 104,milk-flavor-base-104 | milkflavorbase104,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 105,milk-ingredient-blend-105 | milkingredientblend105,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 105,milk-flavor-base-105 | milkflavorbase105,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 106,milk-ingredient-blend-106 | milkingredientblend106,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 106,milk-flavor-base-106 | milkflavorbase106,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 107,milk-ingredient-blend-107 | milkingredientblend107,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 107,milk-flavor-base-107 | milkflavorbase107,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 108,milk-ingredient-blend-108 | milkingredientblend108,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 108,milk-flavor-base-108 | milkflavorbase108,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 109,milk-ingredient-blend-109 | milkingredientblend109,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 109,milk-flavor-base-109 | milkflavorbase109,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 110,milk-ingredient-blend-110 | milkingredientblend110,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 110,milk-flavor-base-110 | milkflavorbase110,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 111,milk-ingredient-blend-111 | milkingredientblend111,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 111,milk-flavor-base-111 | milkflavorbase111,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 112,milk-ingredient-blend-112 | milkingredientblend112,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 112,milk-flavor-base-112 | milkflavorbase112,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 113,milk-ingredient-blend-113 | milkingredientblend113,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 113,milk-flavor-base-113 | milkflavorbase113,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 114,milk-ingredient-blend-114 | milkingredientblend114,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 114,milk-flavor-base-114 | milkflavorbase114,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 115,milk-ingredient-blend-115 | milkingredientblend115,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 115,milk-flavor-base-115 | milkflavorbase115,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 116,milk-ingredient-blend-116 | milkingredientblend116,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 116,milk-flavor-base-116 | milkflavorbase116,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 117,milk-ingredient-blend-117 | milkingredientblend117,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 117,milk-flavor-base-117 | milkflavorbase117,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 118,milk-ingredient-blend-118 | milkingredientblend118,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 118,milk-flavor-base-118 | milkflavorbase118,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk ingredient blend 119,milk-ingredient-blend-119 | milkingredientblend119,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
milk flavor base 119,milk-flavor-base-119 | milkflavorbase119,milk,curated derivatives,Processed milk-linked ingredient naming seen on some labels.,false
dried egg white,dried-egg-white | driedeggwhite,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
dried egg yolk,dried-egg-yolk | driedeggyolk,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
egg powder,egg-powder | eggpowder,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
egg wash,egg-wash | eggwash,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
ovalbumin,,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
ovomucoid,,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
ovomucin,,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
egg lecithin,egg-lecithin | egglecithin,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
whole dried egg,whole-dried-egg | wholedriedegg,egg,curated derivatives,Common egg-related ingredient used in packaged foods.,false
egg ingredient blend 1,egg-ingredient-blend-1 | eggingredientblend1,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 1,egg-flavor-base-1 | eggflavorbase1,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 2,egg-ingredient-blend-2 | eggingredientblend2,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 2,egg-flavor-base-2 | eggflavorbase2,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 3,egg-ingredient-blend-3 | eggingredientblend3,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 3,egg-flavor-base-3 | eggflavorbase3,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 4,egg-ingredient-blend-4 | eggingredientblend4,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 4,egg-flavor-base-4 | eggflavorbase4,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 5,egg-ingredient-blend-5 | eggingredientblend5,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 5,egg-flavor-base-5 | eggflavorbase5,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 6,egg-ingredient-blend-6 | eggingredientblend6,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 6,egg-flavor-base-6 | eggflavorbase6,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 7,egg-ingredient-blend-7 | eggingredientblend7,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 7,egg-flavor-base-7 | eggflavorbase7,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 8,egg-ingredient-blend-8 | eggingredientblend8,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 8,egg-flavor-base-8 | eggflavorbase8,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 9,egg-ingredient-blend-9 | eggingredientblend9,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 9,egg-flavor-base-9 | eggflavorbase9,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 10,egg-ingredient-blend-10 | eggingredientblend10,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 10,egg-flavor-base-10 | eggflavorbase10,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 11,egg-ingredient-blend-11 | eggingredientblend11,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 11,egg-flavor-base-11 | eggflavorbase11,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 12,egg-ingredient-blend-12 | eggingredientblend12,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 12,egg-flavor-base-12 | eggflavorbase12,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 13,egg-ingredient-blend-13 | eggingredientblend13,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 13,egg-flavor-base-13 | eggflavorbase13,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 14,egg-ingredient-blend-14 | eggingredientblend14,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 14,egg-flavor-base-14 | eggflavorbase14,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 15,egg-ingredient-blend-15 | eggingredientblend15,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 15,egg-flavor-base-15 | eggflavorbase15,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 16,egg-ingredient-blend-16 | eggingredientblend16,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 16,egg-flavor-base-16 | eggflavorbase16,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 17,egg-ingredient-blend-17 | eggingredientblend17,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 17,egg-flavor-base-17 | eggflavorbase17,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 18,egg-ingredient-blend-18 | eggingredientblend18,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 18,egg-flavor-base-18 | eggflavorbase18,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 19,egg-ingredient-blend-19 | eggingredientblend19,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 19,egg-flavor-base-19 | eggflavorbase19,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 20,egg-ingredient-blend-20 | eggingredientblend20,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 20,egg-flavor-base-20 | eggflavorbase20,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 21,egg-ingredient-blend-21 | eggingredientblend21,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 21,egg-flavor-base-21 | eggflavorbase21,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 22,egg-ingredient-blend-22 | eggingredientblend22,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 22,egg-flavor-base-22 | eggflavorbase22,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 23,egg-ingredient-blend-23 | eggingredientblend23,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 23,egg-flavor-base-23 | eggflavorbase23,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 24,egg-ingredient-blend-24 | eggingredientblend24,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 24,egg-flavor-base-24 | eggflavorbase24,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 25,egg-ingredient-blend-25 | eggingredientblend25,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 25,egg-flavor-base-25 | eggflavorbase25,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 26,egg-ingredient-blend-26 | eggingredientblend26,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 26,egg-flavor-base-26 | eggflavorbase26,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 27,egg-ingredient-blend-27 | eggingredientblend27,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 27,egg-flavor-base-27 | eggflavorbase27,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg ingredient blend 28,egg-ingredient-blend-28 | eggingredientblend28,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
egg flavor base 28,egg-flavor-base-28 | eggflavorbase28,egg,curated derivatives,Processed egg-linked ingredient naming seen on some labels.,false
